0.000000000000000000e+00,-1.525757014751434326e-01,-1.537114262148812915e-01,1.135724739737858924e-03
0.000000000000000000e+00,-9.615113735198974609e-01,-9.629836125964745808e-01,1.472239076577119832e-03
0.000000000000000000e+00,-1.083340793848037720e-01,-1.092342101178107039e-01,9.001307330069319157e-04
0.000000000000000000e+00,-9.674670696258544922e-01,-9.661324597177359808e-01,1.334609908118511434e-03
0.000000000000000000e+00,-6.511514633893966675e-02,-6.572522335145429551e-02,6.100770125146287581e-04
0.000000000000000000e+00,-9.552219510078430176e-01,-9.548485040124907730e-01,3.734469953522445707e-04
0.000000000000000000e+00,-2.891367301344871521e-02,-2.928959341022140117e-02,3.759203967726859608e-04
0.000000000000000000e+00,-9.296343326568603516e-01,-9.299720068091196223e-01,3.376741522592707767e-04
0.000000000000000000e+00,-2.134423702955245972e-03,-2.625412095105399829e-03,4.909883921501538573e-04
0.000000000000000000e+00,-8.953865766525268555e-01,-8.948801686831340252e-01,5.064079693928302817e-04
0.000000000000000000e+00,1.218707300722599030e-02,1.200836730351069991e-02,1.787057037152903899e-04
0.000000000000000000e+00,-8.561663627624511719e-01,-8.552530945878493718e-01,9.132681746018000979e-04
0.000000000000000000e+00,1.769824698567390442e-02,1.839762557667189852e-02,6.993785909979940985e-04
0.000000000000000000e+00,-8.218070864677429199e-01,-8.232311874340919600e-01,1.424100966349040043e-03
0.000000000000000000e+00,1.951385661959648132e-02,2.022365942764340133e-02,7.098028080469200030e-04
0.000000000000000000e+00,-7.642036676406860352e-01,-7.655305825809676223e-01,1.326914940281587185e-03
0.000000000000000000e+00,9.676480665802955627e-03,1.061405857927580007e-02,9.375779134728444431e-04
0.000000000000000000e+00,-7.115377783775329590e-01,-7.123302229714153500e-01,7.924445938823909685e-04
0.000000000000000000e+00,-8.634431287646293640e-03,-8.046241236758200702e-03,5.881900508880929385e-04
0.000000000000000000e+00,-6.705975532531738281e-01,-6.703722157127429693e-01,2.253375404308588514e-04
0.000000000000000000e+00,-3.133742883801460266e-02,-3.103138796631150012e-02,3.060408717031025405e-04
0.000000000000000000e+00,-6.393705606460571289e-01,-6.409218093272290862e-01,1.551248681171957244e-03
0.000000000000000000e+00,-5.397238954901695251e-02,-5.369728716535569768e-02,2.751023836612548346e-04
0.000000000000000000e+00,-6.254543662071228027e-01,-6.246094249306480828e-01,8.449412764747199489e-04
0.000000000000000000e+00,-7.248111814260482788e-02,-7.142193994937369450e-02,1.059178193231133380e-03
0.000000000000000000e+00,-6.192361712455749512e-01,-6.184774277485729499e-01,7.587434970020012770e-04
0.000000000000000000e+00,-1.057766973972320557e-01,-1.039672688669010941e-01,1.809428530330961515e-03
0.000000000000000000e+00,-6.186196804046630859e-01,-6.186979203326197219e-01,7.823992795663592403e-05
0.000000000000000000e+00,-1.370494961738586426e-01,-1.380630122840811047e-01,1.013516110222462130e-03
0.000000000000000000e+00,-6.270939707756042480e-01,-6.317904042182727054e-01,4.696433442668457303e-03
0.000000000000000000e+00,-1.703396141529083252e-01,-1.714274219916266939e-01,1.087807838718368725e-03
0.000000000000000000e+00,-6.523065567016601562e-01,-6.566526898588298522e-01,4.346133157169695949e-03
0.000000000000000000e+00,-2.014006972312927246e-01,-2.019598656257841907e-01,5.591683944914660476e-04
0.000000000000000000e+00,-6.881486177444458008e-01,-6.906444543300652716e-01,2.495836585619470860e-03
0.000000000000000000e+00,-2.228558063507080078e-01,-2.255129303166888977e-01,2.657123965980889846e-03
0.000000000000000000e+00,-7.241536974906921387e-01,-7.286349020642060026e-01,4.481204573513863920e-03
0.000000000000000000e+00,-2.383221387863159180e-01,-2.392746129072854111e-01,9.524741209694931321e-04
0.000000000000000000e+00,-7.563854455947875977e-01,-7.587030527002079916e-01,2.317607105420393943e-03
0.000000000000000000e+00,-2.518641948699951172e-01,-2.531526370151842009e-01,1.288442145189083732e-03
0.000000000000000000e+00,-8.095625042915344238e-01,-8.121487412004950723e-01,2.586236908960648506e-03
0.000000000000000000e+00,-2.511679232120513916e-01,-2.507898886115507153e-01,3.780346005006762766e-04
0.000000000000000000e+00,-8.623624444007873535e-01,-8.626738376330648217e-01,3.113932322774681793e-04
0.000000000000000000e+00,-2.357993423938751221e-01,-2.343029304039641048e-01,1.496411989911017315e-03
0.000000000000000000e+00,-9.034607410430908203e-01,-9.043090306118516386e-01,8.482895687608182911e-04
0.000000000000000000e+00,-2.086746841669082642e-01,-2.079999907479818944e-01,6.746934189263698034e-04
0.000000000000000000e+00,-9.340998530387878418e-01,-9.352754897400742395e-01,1.175636701286397745e-03
0.000000000000000000e+00,-1.773562729358673096e-01,-1.781570799021076901e-01,8.008069662403805022e-04
0.000000000000000000e+00,-9.531480073928833008e-01,-9.544807388118160540e-01,1.332731418932753265e-03
0.000000000000000000e+00,4.484551027417182922e-06,0.000000000000000000e+00,4.484551027417182922e-06
0.000000000000000000e+00,-5.187044735066592693e-06,0.000000000000000000e+00,5.187044735066592693e-06
0.000000000000000000e+00,3.085471689701080322e-05,0.000000000000000000e+00,3.085471689701080322e-05
0.000000000000000000e+00,9.993091225624084473e-06,0.000000000000000000e+00,9.993091225624084473e-06
0.000000000000000000e+00,-4.804460331797599792e-07,0.000000000000000000e+00,4.804460331797599792e-07
0.000000000000000000e+00,-1.172441989183425903e-05,0.000000000000000000e+00,1.172441989183425903e-05
0.000000000000000000e+00,-4.908950328826904297e-01,-4.890345591376247802e-01,1.860473745065649442e-03
0.000000000000000000e+00,-1.239191412925720215e+00,-1.240279759157013606e+00,1.088346231293391142e-03
0.000000000000000000e+00,-2.464633584022521973e-01,-2.478966285448188089e-01,1.433270142566611671e-03
0.000000000000000000e+00,-1.304293274879455566e+00,-1.305321048272115370e+00,1.027773392659803164e-03
1.280510282789624199e+00,8.415123447775840759e-03,6.017285149602999948e-03,2.397838298172840811e-03
